"","t1","t4","t5","t2","t3"
"997","1","1","0","0","0"
"998","1","1","0","1","0"
"999","1","1","0","1","0"
"1000","1","0","0","0","0"
"1001","1","1","0","0","0"
"1002","1","1","1","1","1"
"1003","0","1","0","0","0"
"1004","0","0","0","1","0"
"1005","1","1","0","0","0"
"1006","1","1","1","1","1"
"1007","1","1","0","0","0"
"1008","1","0","1","0","0"
"1009","0","0","1","1","1"
"1010","1","1","1","1","1"
"1011","0","1","0","0","0"
"1012","1","1","0","0","1"
"1013","1","1","1","0","0"
"1014","0","1","1","1","1"
"1015","1","0","1","0","1"
"1016","0","1","1","1","1"
"1017","0","1","1","1","1"
"1018","1","1","0","1","1"
"1019","0","0","1","0","0"
"1020","0","0","0","0","0"
"1021","1","0","0","0","0"
"1022","0","0","0","0","1"
"1023","0","1","1","1","1"
"1024","1","1","1","1","0"
"1025","1","1","1","1","1"
"1026","0","1","0","0","0"
"1027","0","1","1","1","1"
"1028","1","0","0","0","0"
"1029","0","1","0","0","1"
"1030","0","1","1","1","1"
"1031","0","1","0","1","0"
"1032","0","1","1","1","1"
"1033","0","1","1","0","1"
"1034","1","1","1","1","1"
"1035","1","0","1","1","1"
"1036","1","1","0","1","0"
"1037","1","0","0","1","1"
"1038","1","1","0","1","0"
"1039","0","0","0","1","0"
"1040","0","0","1","1","1"
"1041","0","0","0","0","1"
"1042","1","1","1","1","1"
"1043","0","1","0","1","1"
"1044","1","0","0","0","0"
"1045","1","0","1","0","0"
"1046","0","0","1","1","1"
"1047","1","1","1","1","1"
"1048","0","1","1","1","1"
"1049","1","1","1","1","1"
"1050","0","1","0","0","1"
"1051","0","0","1","1","1"
"1052","1","0","1","0","1"
"1053","0","0","0","0","0"
"1054","0","1","1","1","0"
"1055","1","0","1","0","0"
"1056","1","0","1","0","0"
"1057","1","0","0","1","0"
"1058","1","0","0","1","0"
"1059","1","0","1","0","0"
"1060","1","1","0","1","1"
"1061","1","1","0","1","1"
"1062","0","0","1","0","0"
"1063","0","1","1","1","1"
"1064","1","0","1","0","0"
"1065","0","1","0","0","1"
"1066","0","1","1","1","1"
"1067","1","1","0","0","0"
"1068","1","0","0","0","0"
"1069","0","1","1","1","1"
"1070","1","0","0","0","0"
"1071","1","0","0","0","1"
"1072","0","0","0","1","0"
"1073","1","1","1","1","1"
"1074","1","0","0","0","0"
"1075","0","0","1","0","0"
"1076","0","0","0","0","1"
"1077","1","0","0","1","0"
"1078","1","0","1","1","1"
"1079","1","1","1","0","0"
"1080","0","0","1","1","0"
"1081","1","1","1","1","1"
"1082","1","1","1","1","0"
"1083","1","1","1","0","1"
"1084","1","1","0","1","0"
"1085","0","0","0","1","0"
"1086","0","1","0","0","1"
"1087","1","1","1","1","1"
"1088","1","0","0","0","0"
"1089","1","0","1","1","1"
"1090","1","1","1","0","0"
"1091","0","0","1","1","1"
"1092","1","0","1","0","0"
"1093","1","0","1","1","1"
"1094","1","1","0","0","1"
"1095","1","1","1","1","1"
"1096","0","1","1","1","1"
"1097","1","0","1","1","1"
"1098","0","1","1","1","1"
"1099","1","0","0","1","0"
"1100","0","1","0","1","0"
"1101","1","1","1","1","1"
"1102","0","1","1","1","1"
"1103","0","1","1","0","1"
"1104","0","1","1","0","0"
"1105","0","1","1","0","0"
"1106","0","0","1","0","1"
"1107","1","0","0","0","1"
"1108","0","0","0","0","1"
"1109","0","1","1","1","1"
"1110","0","1","0","1","0"
"1111","0","1","1","1","1"
"1112","1","1","1","1","1"
"1113","0","1","1","1","1"
"1114","1","0","0","0","0"
"1115","1","1","1","1","1"
"1116","1","0","0","0","0"
"1117","1","0","0","1","0"
"1118","0","0","1","1","1"
"1119","0","1","1","1","1"
"1120","0","1","1","1","1"
"1121","1","1","0","1","1"
"1122","1","1","1","1","1"
"1123","0","0","0","0","0"
"1124","0","0","1","1","1"
"1125","1","1","1","0","1"
"1126","0","0","1","1","1"
"1127","0","0","1","1","1"
"1128","0","0","1","1","1"
"1129","0","1","1","0","1"
"1130","1","0","0","0","1"
"1131","0","0","1","1","1"
"1132","0","1","1","1","1"
"1133","0","0","1","1","1"
"1134","1","0","0","0","1"
"1135","1","1","1","0","0"
"1136","1","0","1","0","1"
"1137","0","0","1","0","0"
"1138","0","0","1","1","1"
"1139","1","1","1","1","1"
"1140","1","0","1","0","0"
"1141","1","0","0","0","0"
"1142","0","1","1","0","1"
"1143","1","1","0","1","1"
"1144","1","0","1","0","0"
"1145","0","1","1","1","1"
"1146","0","1","0","0","1"
"1147","0","1","1","1","1"
"1148","0","1","0","0","1"
"1149","0","1","1","0","1"
"1150","1","1","1","1","1"
"1151","0","1","1","0","0"
"1152","1","1","0","1","1"
"1153","0","1","1","1","0"
"1154","0","0","0","1","0"
"1155","1","0","1","0","0"
"1156","1","1","0","1","0"
"1157","1","0","0","0","0"
"1158","1","1","0","0","1"
"1159","1","1","1","0","1"
"1160","0","0","1","1","1"
"1161","1","0","0","0","0"
"1162","0","0","0","1","1"
"1163","0","0","0","0","0"
"1164","1","1","1","0","1"
"1165","0","1","1","1","1"
"1166","1","0","1","1","1"
"1167","1","1","1","0","0"
"1168","1","1","0","0","0"
"1169","0","0","0","1","1"
"1170","0","0","1","1","1"
"1171","0","1","1","1","1"
"1172","0","0","1","0","1"
"1173","1","1","1","1","1"
"1174","1","0","1","1","1"
"1175","0","1","0","0","0"
"1176","0","0","0","0","0"
"1177","0","1","1","1","1"
"1178","1","1","0","0","0"
"1179","1","1","1","1","1"
"1180","0","0","0","0","1"
"1181","0","1","1","1","1"
"1182","0","1","0","0","0"
"1183","1","0","0","0","0"
"1184","1","0","1","1","1"
"1185","0","1","1","1","1"
"1186","1","1","0","0","0"
"1187","0","0","0","1","0"
"1188","0","0","0","0","0"
"1189","0","0","1","1","0"
"1190","1","1","1","1","1"
"1191","1","0","1","0","0"
"1192","1","1","0","1","1"
"1193","1","0","1","0","0"
"1194","0","0","0","1","1"
"1195","1","0","1","1","1"
"1196","0","1","1","1","1"
"1197","1","1","1","1","1"
"1198","0","1","1","1","0"
"1199","1","0","1","1","1"
"1200","0","0","0","0","0"
"1201","1","0","1","1","0"
"1202","1","1","0","0","1"
"1203","0","1","0","0","0"
"1204","0","0","0","1","0"
"1205","1","1","0","0","0"
"1206","1","1","1","1","1"
"1207","1","1","1","0","1"
"1208","1","1","1","1","1"
"1209","0","0","0","0","1"
"1210","1","1","1","0","1"
"1211","0","0","1","1","1"
"1212","0","0","1","1","1"
"1213","0","0","0","1","0"
"1214","1","0","0","0","0"
"1215","0","1","1","1","1"
"1216","0","1","0","1","0"
"1217","1","1","1","0","0"
"1218","0","0","1","1","1"
"1219","0","1","1","1","0"
"1220","1","1","0","0","0"
"1221","1","1","1","0","0"
"1222","0","1","0","1","0"
"1223","0","1","0","0","0"
"1224","0","0","1","1","1"
"1225","0","0","1","1","1"
"1226","0","1","1","1","0"
"1227","1","0","0","0","0"
"1228","1","1","1","1","1"
"1229","1","1","1","0","1"
"1230","0","1","1","0","0"
"1231","1","0","1","1","1"
"1232","1","0","0","0","1"
"1233","1","0","0","0","0"
"1234","1","0","0","0","0"
"1235","0","1","1","1","1"
"1236","0","0","1","1","1"
"1237","1","1","1","0","1"
"1238","1","1","1","1","1"
"1239","0","1","0","1","1"
"1240","0","0","1","0","0"
"1241","1","0","0","1","0"
"1242","1","0","0","0","0"
"1243","0","1","1","1","1"
"1244","0","0","0","0","0"
"1245","1","0","1","1","1"
"1246","0","0","0","0","0"
"1247","1","0","0","0","0"
"1248","0","0","1","1","1"
"1249","0","0","1","0","1"
"1250","1","0","1","1","1"
"1251","1","1","1","1","1"
"1252","1","0","1","1","1"
"1253","0","1","1","0","1"
"1254","0","1","0","1","0"
"1255","1","1","1","0","1"
"1256","1","1","1","1","1"
"1257","1","1","1","0","0"
"1258","1","0","0","1","0"
"1259","0","1","1","1","1"
"1260","1","0","0","1","0"
"1261","0","0","0","0","1"
"1262","0","1","0","0","0"
"1263","0","1","1","0","1"
"1264","1","0","1","0","1"
"1265","0","1","1","1","1"
"1266","0","0","1","0","0"
"1267","0","0","1","1","1"
"1268","1","1","1","1","1"
"1269","1","1","1","0","1"
"1270","1","1","0","0","0"
"1271","1","0","0","0","0"
"1272","0","1","1","0","1"
"1273","0","0","0","1","1"
"1274","1","1","1","1","1"
"1275","0","1","1","1","1"
"1276","1","1","0","0","0"
"1277","0","1","0","1","1"
"1278","0","1","0","0","1"
"1279","1","1","1","1","1"
"1280","0","0","0","1","0"
"1281","1","0","1","1","1"
"1282","0","1","0","0","1"
"1283","0","0","1","1","1"
"1284","0","0","1","0","0"
"1285","1","0","0","0","1"
"1286","1","0","0","0","0"
"1287","0","1","1","1","1"
"1288","0","0","0","0","0"
"1289","0","0","1","1","1"
"1290","0","0","0","0","0"
"1291","0","1","0","1","0"
"1292","0","0","1","1","1"
"1293","0","1","1","1","1"
"1294","1","0","1","0","1"
"1295","1","1","0","0","0"
"1296","1","1","0","0","1"
"1297","0","1","0","0","0"
"1298","0","1","1","0","1"
"1299","0","1","1","1","1"
"1300","1","1","0","1","0"
"1301","1","1","0","1","0"
"1302","1","0","0","1","0"
"1303","1","1","0","0","0"
"1304","0","1","1","1","1"
"1305","0","0","1","1","1"
"1306","1","1","1","0","1"
"1307","0","1","1","0","0"
"1308","0","1","1","1","1"
"1309","0","1","1","1","1"
"1310","0","1","1","1","1"
"1311","0","0","0","0","0"
"1312","1","0","1","1","1"
"1313","0","0","1","0","1"
"1314","1","0","1","1","1"
"1315","0","0","1","1","1"
"1316","1","1","0","0","1"
"1317","0","1","1","0","0"
"1318","1","1","1","0","0"
"1319","1","0","0","0","1"
"1320","0","1","1","0","1"
"1321","0","0","1","1","1"
"1322","1","1","1","1","1"
"1323","1","1","0","0","1"
"1324","0","1","1","1","1"
"1325","0","0","0","0","1"
"1326","1","1","0","0","0"
"1327","0","1","1","1","0"
"1328","1","1","1","1","1"
"1329","0","0","1","1","0"
"1330","0","0","0","0","0"
"1331","1","0","0","0","0"
"1332","1","0","1","1","1"
"1333","0","1","1","1","1"
"1334","1","0","0","1","0"
"1335","0","1","0","1","0"
"1336","1","0","1","1","0"
"1337","0","0","0","1","0"
"1338","0","0","0","0","1"
"1339","1","0","1","0","0"
"1340","0","0","1","1","1"
"1341","0","1","1","1","1"
"1342","1","1","1","1","1"
"1343","0","1","1","1","1"
"1344","0","1","0","1","0"
"1345","0","1","0","1","1"
"1346","1","1","0","0","1"
"1347","1","0","1","1","1"
"1348","0","1","0","1","0"
"1349","0","0","1","0","0"
"1350","1","1","0","0","0"
"1351","1","0","1","1","0"
"1352","1","0","0","0","0"
"1353","1","1","1","1","1"
"1354","0","0","1","1","1"
"1355","1","1","0","0","0"
"1356","0","1","0","1","0"
"1357","1","0","0","1","0"
"1358","0","1","1","1","1"
"1359","1","0","1","0","0"
"1360","1","1","1","1","0"
"1361","1","1","1","1","1"
"1362","0","0","0","0","0"
"1363","0","1","0","0","1"
"1364","1","1","1","1","1"
"1365","1","1","0","0","0"
"1366","0","1","1","1","1"
"1367","1","0","0","0","0"
"1368","0","0","0","0","0"
"1369","1","0","0","0","0"
"1370","1","1","1","0","0"
"1371","0","1","1","1","1"
"1372","1","0","1","0","0"
"1373","1","1","1","1","1"
"1374","1","1","1","0","1"
"1375","0","0","1","1","1"
"1376","1","0","1","1","1"
"1377","0","0","0","0","0"
"1378","1","1","0","1","1"
"1379","1","1","1","1","1"
"1380","0","1","1","1","1"
"1381","0","0","0","0","1"
"1382","1","0","0","0","0"
"1383","1","0","0","0","0"
"1384","1","0","0","1","0"
"1385","0","1","1","1","1"
"1386","1","1","1","0","1"
"1387","1","0","0","0","0"
"1388","0","1","1","1","1"
"1389","0","0","1","1","0"
"1390","1","0","1","0","0"
"1391","1","1","1","1","1"
"1392","0","1","1","1","0"
"1393","1","1","1","0","0"
"1394","0","1","1","0","0"
"1395","1","1","1","1","1"
"1396","1","1","0","1","1"
"1397","0","0","0","0","0"
"1398","1","1","1","1","1"
"1399","0","1","0","1","0"
"1400","0","0","0","0","0"
"1401","0","0","0","0","0"
"1402","1","1","1","1","1"
"1403","0","1","1","1","1"
"1404","1","0","0","0","0"
"1405","0","0","0","0","1"
"1406","1","0","0","0","1"
"1407","1","1","1","1","1"
"1408","1","1","0","1","0"
"1409","1","0","0","1","0"
"1410","1","1","1","1","1"
"1411","0","0","1","0","0"
"1412","0","1","1","1","1"
"1413","1","0","0","0","0"
"1414","0","1","1","1","1"
"1415","0","1","1","1","1"
"1416","1","1","0","0","0"
"1417","0","0","1","1","0"
"1418","1","0","0","0","0"
"1419","1","0","1","1","1"
"1420","1","1","1","1","1"
"1421","1","1","1","1","1"
"1422","0","1","1","1","1"
"1423","1","0","0","0","1"
"1424","1","1","1","0","1"
"1425","1","1","1","0","0"
"1426","1","0","0","0","0"
"1427","0","1","1","1","1"
"1428","0","0","1","0","0"
"1429","1","1","1","0","0"
"1430","1","1","0","0","0"
"1431","1","0","0","1","1"
"1432","1","1","0","0","0"
"1433","0","1","0","0","0"
"1434","1","0","1","1","0"
"1435","1","1","0","0","0"
"1436","0","0","0","0","1"
"1437","1","1","0","0","1"
"1438","0","1","1","0","1"
"1439","1","1","0","0","0"
"1440","0","1","1","1","1"
"1441","1","1","1","0","1"
"1442","1","1","0","0","0"
"1443","1","0","1","1","1"
"1444","1","0","0","0","1"
"1445","1","1","1","1","1"
"1446","1","0","0","0","0"
"1447","0","1","1","0","0"
"1448","0","1","1","1","1"
"1449","1","1","1","0","0"
"1450","0","1","1","0","0"
"1451","1","0","0","0","1"
"1452","1","1","1","1","1"
"1453","1","0","0","1","0"
"1454","0","1","1","1","1"
"1455","1","0","1","0","0"
"1456","0","0","0","0","0"
"1457","0","0","0","0","0"
"1458","0","0","0","0","1"
"1459","1","1","0","1","0"
"1460","1","1","0","1","0"
"1461","1","0","0","0","0"
"1462","0","0","1","1","0"
"1463","1","1","0","0","0"
"1464","0","0","1","1","1"
"1465","0","0","0","0","1"
"1466","1","1","1","1","1"
"1467","0","0","0","0","0"
"1468","0","1","0","0","1"
"1469","0","0","1","0","0"
"1470","0","0","0","0","1"
"1471","1","0","0","0","0"
"1472","1","0","1","0","1"
"1473","1","0","0","0","1"
"1474","0","0","0","1","0"
"1475","1","1","1","1","1"
"1476","0","1","0","1","1"
"1477","0","0","0","1","0"
"1478","0","0","1","1","0"
"1479","1","1","1","0","0"
"1480","1","1","1","1","1"
"1481","1","0","1","1","1"
"1482","0","0","0","1","0"
"1483","0","1","1","0","1"
"1484","0","1","1","0","0"
"1485","0","0","1","0","1"
"1486","1","0","1","1","1"
"1487","1","1","0","1","0"
"1488","1","1","0","1","1"
"1489","1","1","1","0","0"
"1490","0","0","1","1","1"
"1491","0","0","1","1","1"
"1492","0","1","0","0","0"
"1493","1","1","0","1","1"
"1494","1","1","1","0","0"
"1495","1","1","1","0","1"
"1496","0","1","0","0","1"
"1497","0","0","1","1","1"
"1498","0","1","1","1","1"
"1499","0","0","0","1","0"
"1500","0","0","1","1","1"
"1501","1","0","0","0","0"
"1502","1","1","1","1","1"
"1503","1","1","1","1","1"
"1504","1","0","1","1","1"
"1505","0","1","1","0","1"
"1506","1","1","1","0","0"
"1507","0","1","0","0","0"
"1508","1","1","0","1","1"
"1509","0","1","0","0","1"
"1510","0","1","0","0","1"
"1511","0","0","0","1","1"
"1512","1","0","1","1","0"
"1513","0","0","1","0","1"
"1514","1","1","1","0","1"
"1515","1","0","0","0","0"
"1516","1","1","1","0","0"
"1517","0","0","0","0","0"
"1518","1","1","1","1","0"
"1519","0","1","1","1","1"
"1520","1","1","0","0","1"
"1521","1","1","0","1","0"
"1522","0","1","1","1","1"
"1523","1","0","0","1","0"
"1524","1","0","0","0","0"
"1525","1","1","1","1","1"
"1526","1","1","0","1","0"
"1527","1","1","1","1","1"
"1528","0","1","1","0","1"
"1529","1","0","0","0","0"
"1530","0","1","1","0","0"
"1531","1","0","1","1","1"
"1532","1","0","1","0","0"
"1533","0","0","0","1","1"
"1534","0","1","1","1","1"
"1535","0","1","1","1","1"
"1536","0","1","1","1","1"
"1537","1","1","1","1","1"
"1538","0","1","1","1","0"
"1539","1","1","1","1","1"
"1540","1","0","0","1","0"
"1541","1","0","0","0","1"
"1542","0","1","1","1","1"
"1543","0","1","0","1","0"
"1544","0","1","0","0","0"
"1545","1","0","1","0","0"
"1546","0","1","1","1","1"
"1547","1","0","0","0","0"
"1548","1","0","0","0","0"
"1549","1","1","1","1","1"
"1550","0","1","1","1","1"
"1551","1","1","0","1","1"
"1552","1","1","1","1","1"
"1553","1","0","1","0","1"
"1554","1","1","1","0","0"
"1555","1","0","0","0","0"
"1556","1","0","0","1","0"
"1557","0","1","0","0","1"
"1558","1","1","1","1","1"
"1559","1","1","1","1","1"
"1560","0","1","0","0","0"
"1561","1","0","1","1","1"
"1562","0","1","0","1","0"
"1563","1","1","0","0","0"
"1564","1","0","1","1","1"
"1565","0","0","0","1","0"
"1566","0","0","0","0","0"
"1567","0","0","0","1","0"
"1568","0","0","1","0","0"
"1569","1","1","1","0","1"
"1570","1","0","1","0","1"
"1571","1","0","0","0","0"
"1572","0","1","1","1","1"
"1573","0","1","0","1","1"
"1574","0","0","1","1","1"
"1575","0","0","1","0","0"
"1576","1","1","0","1","0"
"1577","1","1","1","1","1"
"1578","0","0","1","0","0"
"1579","0","1","1","1","1"
"1580","1","0","1","1","1"
"1581","1","1","1","1","1"
"1582","1","0","1","1","1"
"1583","1","0","0","0","0"
"1584","1","0","1","1","1"
"1585","1","1","0","0","0"
"1586","1","0","0","1","1"
"1587","0","0","0","0","0"
"1588","1","1","0","1","0"
"1589","0","0","1","1","1"
"1590","1","1","1","0","0"
"1591","0","0","0","1","1"
"1592","1","1","1","1","1"
"1593","0","1","1","1","1"
"1594","0","0","0","1","1"
"1595","1","0","1","1","0"
"1596","0","0","1","1","1"
"1597","1","0","0","1","0"
"1598","1","1","0","1","1"
"1599","0","0","1","1","1"
"1600","1","0","0","0","0"
"1601","1","0","0","1","0"
"1602","1","1","1","1","1"
"1603","0","1","1","1","1"
"1604","0","1","1","1","1"
"1605","1","0","0","1","1"
"1606","1","1","1","1","1"
"1607","1","1","0","1","0"
"1608","1","0","1","0","0"
"1609","0","1","1","1","1"
"1610","1","1","0","0","0"
"1611","1","1","1","1","1"
"1612","1","0","0","1","0"
"1613","0","0","0","0","0"
"1614","0","1","1","1","1"
"1615","1","0","0","1","1"
"1616","1","1","1","1","1"
"1617","1","0","1","1","1"
"1618","1","1","1","1","1"
"1619","1","1","1","1","1"
"1620","0","0","1","0","1"
"1621","0","1","1","1","0"
"1622","0","1","0","0","1"
"1623","1","1","1","1","0"
"1624","1","1","1","0","1"
"1625","0","1","1","1","1"
"1626","0","1","1","1","1"
"1627","1","0","0","0","0"
"1628","0","0","0","0","0"
"1629","0","0","1","1","1"
"1630","0","1","1","1","1"
"1631","0","1","1","0","1"
"1632","1","1","0","0","0"
"1633","0","1","1","1","1"
"1634","0","1","1","1","1"
"1635","0","1","1","1","1"
"1636","0","0","0","1","1"
"1637","1","0","0","0","0"
"1638","1","0","0","0","0"
"1639","0","0","1","0","0"
"1640","1","1","1","1","1"
"1641","0","1","0","1","0"
"1642","0","0","1","1","1"
"1643","1","1","1","1","1"
"1644","1","0","0","1","1"
"1645","1","1","1","1","1"
"1646","1","0","0","1","0"
"1647","1","1","1","1","1"
"1648","1","0","0","0","1"
"1649","1","0","0","1","0"
"1650","1","0","0","0","0"
"1651","1","0","0","0","0"
"1652","1","1","1","1","1"
"1653","0","1","0","0","1"
"1654","0","1","0","1","0"
"1655","0","1","1","1","1"
"1656","1","1","1","0","1"
"1657","0","1","1","1","0"
"1658","0","1","0","0","1"
"1659","0","1","1","0","0"
"1660","1","0","1","0","0"
"1661","0","1","0","0","1"
"1662","1","1","1","1","1"
"1663","0","0","0","0","0"
"1664","1","0","1","1","1"
"1665","1","1","1","1","1"
"1666","1","0","0","0","0"
"1667","0","1","1","1","1"
"1668","1","1","1","1","1"
"1669","0","1","1","1","1"
"1670","0","1","0","0","0"
"1671","1","0","1","1","1"
"1672","0","0","0","1","1"
"1673","0","1","0","1","1"
"1674","0","0","0","1","1"
"1675","1","0","0","0","0"
"1676","0","0","0","0","0"
"1677","0","1","1","0","0"
"1678","0","0","0","0","1"
"1679","1","1","0","0","0"
"1680","0","1","1","1","1"
"1681","1","1","1","0","0"
"1682","1","0","0","1","1"
"1683","1","1","1","1","0"
"1684","1","1","1","1","1"
"1685","1","1","1","1","0"
"1686","1","1","1","0","1"
"1687","1","1","1","1","0"
"1688","1","1","0","1","0"
"1689","0","1","1","1","1"
"1690","0","0","1","1","0"
"1691","1","1","1","1","1"
"1692","0","0","1","1","1"
"1693","0","0","0","0","0"
"1694","1","1","0","0","0"
"1695","1","1","1","1","1"
"1696","1","0","1","1","1"
"1697","0","0","0","1","1"
"1698","0","0","0","0","1"
"1699","1","1","0","0","0"
"1700","1","1","0","1","1"
"1701","1","0","1","1","1"
"1702","0","0","0","0","1"
"1703","1","1","1","1","1"
"1704","0","1","0","0","0"
"1705","0","0","1","1","1"
"1706","1","1","1","0","1"
"1707","0","1","1","1","0"
